MonthYear,Station,Entry_Exit,Trip
2023-12,Heathcote Station,Entry,10930
2023-12,Heathcote Station,Exit,10220
2023-12,Helensburgh Station,Entry,9340
2023-12,Helensburgh Station,Exit,8060
2023-12,Hexham Station,Entry,240
2023-12,Hexham Station,Exit,230
2023-12,High Street Station,Entry,330
2023-12,High Street Station,Exit,370
2023-12,Hilldale Station,Entry,Less than 50
2023-12,Hilldale Station,Exit,Less than 50
2023-12,Hills Showground Station,Entry,57580
2023-12,Hills Showground Station,Exit,53420
2023-12,Holsworthy Station,Entry,58090
2023-12,Holsworthy Station,Exit,52790
2023-12,Homebush Station,Entry,78760
2023-12,Homebush Station,Exit,71800
2023-12,Hornsby Station,Entry,246900
2023-12,Hornsby Station,Exit,245060
2023-12,Hurlstone Park Station,Entry,24910
2023-12,Hurlstone Park Station,Exit,21240
2023-12,Hurstville Station,Entry,446990
2023-12,Hurstville Station,Exit,443920
2023-12,Ingleburn Station,Entry,61860
2023-12,Ingleburn Station,Exit,59710
2023-12,International Station,Entry,128760
2023-12,International Station,Exit,133250
2023-12,Jannali Station,Entry,47360
2023-12,Jannali Station,Exit,42870
2023-12,Katoomba Station,Entry,34910
2023-12,Katoomba Station,Exit,35030
2023-12,Kellyville Station,Entry,67080
2023-12,Kellyville Station,Exit,62520
2023-12,Kembla Grange Station,Entry,210
2023-12,Kembla Grange Station,Exit,230
2023-12,Kiama Station,Entry,16590
2023-12,Kiama Station,Exit,16760
2023-12,Killara Station,Entry,34630
2023-12,Killara Station,Exit,32270
2023-12,Kings Cross Station,Entry,325330
2023-12,Kings Cross Station,Exit,342380
2023-12,Kingsgrove Station,Entry,41300
2023-12,Kingsgrove Station,Exit,38450
2023-12,Kingswood Station,Entry,39930
2023-12,Kingswood Station,Exit,35760
2023-12,Kirrawee Station,Entry,39560
2023-12,Kirrawee Station,Exit,37190
2023-12,Kogarah Station,Entry,231420
2023-12,Kogarah Station,Exit,218870
2023-12,Koolewong Station,Entry,1390
2023-12,Koolewong Station,Exit,1030
2023-12,Kotara Station,Entry,1340
2023-12,Kotara Station,Exit,1340
2023-12,Lakemba Station,Entry,74910
2023-12,Lakemba Station,Exit,69520
2023-12,Lapstone Station,Entry,1480
2023-12,Lapstone Station,Exit,1270
2023-12,Lawson Station,Entry,3120
2023-12,Lawson Station,Exit,2890
2023-12,Leightonfield Station,Entry,3620
2023-12,Leightonfield Station,Exit,3530
2023-12,Leppington Station,Entry,75450
2023-12,Leppington Station,Exit,69860
2023-12,Leumeah Station,Entry,46400
2023-12,Leumeah Station,Exit,41920
2023-12,Leura Station,Entry,8980
2023-12,Leura Station,Exit,6900
2023-12,Lewisham Station,Entry,50850
2023-12,Lewisham Station,Exit,45960
2023-12,Lidcombe Station,Entry,335590
2023-12,Lidcombe Station,Exit,323910
2023-12,Linden Station,Entry,290
2023-12,Linden Station,Exit,230
2023-12,Lindfield Station,Entry,72260
2023-12,Lindfield Station,Exit,68970
2023-12,Lisarow Station,Entry,2930
2023-12,Lisarow Station,Exit,2680
2023-12,Lithgow Station,Entry,6010
2023-12,Lithgow Station,Exit,5310
2023-12,Liverpool Station,Entry,180900
2023-12,Liverpool Station,Exit,177080
2023-12,Lochinvar Station,Entry,Less than 50
2023-12,Lochinvar Station,Exit,Less than 50
2023-12,Loftus Station,Entry,6380
2023-12,Loftus Station,Exit,5740
2023-12,Lysaghts Station,Entry,Less than 50
2023-12,Lysaghts Station,Exit,Less than 50
2023-12,Macarthur Station,Entry,63150
2023-12,Macarthur Station,Exit,61720
2023-12,Macdonaldtown Station,Entry,22140
2023-12,Macdonaldtown Station,Exit,21420
2023-12,Macquarie Fields Station,Entry,17130
2023-12,Macquarie Fields Station,Exit,15590
2023-12,Macquarie Park Station,Entry,59710
2023-12,Macquarie Park Station,Exit,59400
2023-12,Macquarie University Station,Entry,207030
2023-12,Macquarie University Station,Exit,209900
2023-12,Maitland Station,Entry,8360
2023-12,Maitland Station,Exit,7170
2023-12,Marayong Station,Entry,20810
2023-12,Marayong Station,Exit,18380
2023-12,Marrickville Station,Entry,77070
2023-12,Marrickville Station,Exit,73980
2023-12,Martin Place Station,Entry,322990
2023-12,Martin Place Station,Exit,409240
2023-12,Martins Creek Station,Entry,Less than 50
2023-12,Martins Creek Station,Exit,Less than 50
2023-12,Marulan Station,Entry,Less than 50
2023-12,Marulan Station,Exit,Less than 50
2023-12,Mascot Station,Entry,356090
2023-12,Mascot Station,Exit,351670
2023-12,Meadowbank Station,Entry,103930
2023-12,Meadowbank Station,Exit,92420
2023-12,Medlow Bath Station,Entry,880
2023-12,Medlow Bath Station,Exit,800
2023-12,Menangle Park Station,Entry,330
2023-12,Menangle Park Station,Exit,350
2023-12,Menangle Station,Entry,200
2023-12,Menangle Station,Exit,230
2023-12,Merrylands Station,Entry,139780
2023-12,Merrylands Station,Exit,132540
2023-12,Metford Station,Entry,1530
2023-12,Metford Station,Exit,1240
2023-12,Milsons Point Station,Entry,164470
2023-12,Milsons Point Station,Exit,189730
2023-12,Mindaribba Station,Entry,Less than 50
2023-12,Mindaribba Station,Exit,Less than 50
2023-12,Minnamurra Station,Entry,2300
2023-12,Minnamurra Station,Exit,2100
2023-12,Minto Station,Entry,58270
2023-12,Minto Station,Exit,54360
2023-12,Miranda Station,Entry,101000
2023-12,Miranda Station,Exit,102890
2023-12,Mittagong Station,Entry,3730
2023-12,Mittagong Station,Exit,3230
2023-12,Morisset Station,Entry,15980
2023-12,Morisset Station,Exit,14580
2023-12,Mortdale Station,Entry,73820
2023-12,Mortdale Station,Exit,67220
2023-12,Moss Vale Station,Entry,4680
2023-12,Moss Vale Station,Exit,3910
2023-12,Mount Colah Station,Entry,10940
2023-12,Mount Colah Station,Exit,9600
2023-12,Mount Druitt Station,Entry,133520
2023-12,Mount Druitt Station,Exit,131050
2023-12,Mount Kuring-gai Station,Entry,4320
2023-12,Mount Kuring-gai Station,Exit,3830
2023-12,Mount Victoria Station,Entry,2250
2023-12,Mount Victoria Station,Exit,2270
2023-12,Mulgrave Station,Entry,4650
2023-12,Mulgrave Station,Exit,4250
2023-12,Museum Station,Entry,228370
2023-12,Museum Station,Exit,258500
2023-12,Muswellbrook Station,Entry,610
2023-12,Muswellbrook Station,Exit,360
2023-12,Narara Station,Entry,4700
2023-12,Narara Station,Exit,3730
2023-12,Narwee Station,Entry,36540
2023-12,Narwee Station,Exit,32310
2023-12,Newcastle Interchange,Entry,38260
2023-12,Newcastle Interchange,Exit,39480
2023-12,Newtown Station,Entry,214910
2023-12,Newtown Station,Exit,242240
2023-12,Niagara Park Station,Entry,2360
2023-12,Niagara Park Station,Exit,1930
2023-12,Normanhurst Station,Entry,19380
2023-12,Normanhurst Station,Exit,15760
2023-12,North Ryde Station,Entry,51810
2023-12,North Ryde Station,Exit,51290
2023-12,North Strathfield Station,Entry,52650
2023-12,North Strathfield Station,Exit,50890
2023-12,North Sydney Station,Entry,359070
2023-12,North Sydney Station,Exit,405580
2023-12,North Wollongong Station,Entry,26390
2023-12,North Wollongong Station,Exit,24240
2023-12,Norwest Station,Entry,46390
2023-12,Norwest Station,Exit,44620
2023-12,Oak Flats Station,Entry,8580
2023-12,Oak Flats Station,Exit,7220
2023-12,Oatley Station,Entry,38690
2023-12,Oatley Station,Exit,35360
2023-12,Olympic Park Station,Entry,70830
2023-12,Olympic Park Station,Exit,75440
2023-12,Otford Station,Entry,1010
2023-12,Otford Station,Exit,990
2023-12,Ourimbah Station,Entry,2970
2023-12,Ourimbah Station,Exit,2650
2023-12,Padstow Station,Entry,50940
2023-12,Padstow Station,Exit,45520
2023-12,Panania Station,Entry,32010
2023-12,Panania Station,Exit,28690
2023-12,Parramatta Station,Entry,850890
2023-12,Parramatta Station,Exit,853690
2023-12,Paterson Station,Entry,170
2023-12,Paterson Station,Exit,110
2023-12,Pendle Hill Station,Entry,62500
2023-12,Pendle Hill Station,Exit,56810
2023-12,Pennant Hills Station,Entry,36310
2023-12,Pennant Hills Station,Exit,34010
2023-12,Penrith Station,Entry,153690
2023-12,Penrith Station,Exit,154830
2023-12,Penrose Station,Entry,Less than 50
2023-12,Penrose Station,Exit,Less than 50
2023-12,Penshurst Station,Entry,65870
2023-12,Penshurst Station,Exit,56510
2023-12,Petersham Station,Entry,68130
2023-12,Petersham Station,Exit,65550
2023-12,Picton Station,Entry,2650
2023-12,Picton Station,Exit,2170
2023-12,Point Clare Station,Entry,3120
2023-12,Point Clare Station,Exit,2560
2023-12,Port Kembla North Station,Entry,270
2023-12,Port Kembla North Station,Exit,260
2023-12,Port Kembla Station,Entry,1260
2023-12,Port Kembla Station,Exit,1200
2023-12,Punchbowl Station,Entry,45430
2023-12,Punchbowl Station,Exit,41500
2023-12,Pymble Station,Entry,37650
2023-12,Pymble Station,Exit,33800
2023-12,Quakers Hill Station,Entry,51990
2023-12,Quakers Hill Station,Exit,43760
2023-12,Redfern Station,Entry,470650
2023-12,Redfern Station,Exit,497770
2023-12,Regents Park Station,Entry,20920
2023-12,Regents Park Station,Exit,20050
2023-12,Revesby Station,Entry,96950
2023-12,Revesby Station,Exit,91190
2023-12,Rhodes Station,Entry,203440
2023-12,Rhodes Station,Exit,196690
2023-12,Richmond Station,Entry,15290
2023-12,Richmond Station,Exit,13450
2023-12,Riverstone Station,Entry,23940
2023-12,Riverstone Station,Exit,20680
2023-12,Riverwood Station,Entry,68610
2023-12,Riverwood Station,Exit,62520
2023-12,Rockdale Station,Entry,235860
2023-12,Rockdale Station,Exit,222920
2023-12,Rooty Hill Station,Entry,73090
2023-12,Rooty Hill Station,Exit,67940
2023-12,Roseville Station,Entry,51220
2023-12,Roseville Station,Exit,47390
2023-12,Rouse Hill Station,Entry,73050
2023-12,Rouse Hill Station,Exit,74410
2023-12,Rydal Station,Entry,Less than 50
2023-12,Rydal Station,Exit,Less than 50
2023-12,Rydalmere Station,Entry,950
2023-12,Rydalmere Station,Exit,900
2023-12,Sandgate Station,Entry,400
2023-12,Sandgate Station,Exit,310
2023-12,Scarborough Station,Entry,460
2023-12,Scarborough Station,Exit,600
2023-12,Schofields Station,Entry,86000
2023-12,Schofields Station,Exit,76090
2023-12,Scone Station,Entry,580
2023-12,Scone Station,Exit,330
2023-12,Sefton Station,Entry,11340
2023-12,Sefton Station,Exit,9880
2023-12,Seven Hills Station,Entry,118690
2023-12,Seven Hills Station,Exit,110920
2023-12,Shellharbour Junction Station,Entry,4290
2023-12,Shellharbour Junction Station,Exit,3490
2023-12,Singleton Station,Entry,860
2023-12,Singleton Station,Exit,600
2023-12,Springwood Station,Entry,17790
2023-12,Springwood Station,Exit,16350
2023-12,St James Station,Entry,208090
2023-12,St James Station,Exit,235280
2023-12,St Leonards Station,Entry,281670
2023-12,St Leonards Station,Exit,282970
2023-12,St Marys Station,Entry,83200
2023-12,St Marys Station,Exit,79390
2023-12,St Peters Station,Entry,74740
2023-12,St Peters Station,Exit,67520
2023-12,Stanmore Station,Entry,60570
2023-12,Stanmore Station,Exit,54700
2023-12,Stanwell Park Station,Entry,1560
2023-12,Stanwell Park Station,Exit,1470
2023-12,Strathfield Station,Entry,565650
2023-12,Strathfield Station,Exit,546570
2023-12,Summer Hill Station,Entry,70200
2023-12,Summer Hill Station,Exit,64530
2023-12,Sutherland Station,Entry,132890
2023-12,Sutherland Station,Exit,126510
2023-12,Sydenham Station,Entry,183740
2023-12,Sydenham Station,Exit,180700
2023-12,Tahmoor Station,Entry,3080
2023-12,Tahmoor Station,Exit,2550
2023-12,Tallawong Station,Entry,93820
2023-12,Tallawong Station,Exit,84260
2023-12,Tallong Station,Entry,Less than 50
2023-12,Tallong Station,Exit,Less than 50
2023-12,Tarana Station,Entry,80
2023-12,Tarana Station,Exit,Less than 50
2023-12,Tarro Station,Entry,150
2023-12,Tarro Station,Exit,140
2023-12,Tascott Station,Entry,2160
2023-12,Tascott Station,Exit,1650
2023-12,Telarah Station,Entry,2680
2023-12,Telarah Station,Exit,2160
2023-12,Telopea Station,Entry,2140
2023-12,Telopea Station,Exit,1900
2023-12,Tempe Station,Entry,26430
2023-12,Tempe Station,Exit,24110
2023-12,Teralba Station,Entry,1120
2023-12,Teralba Station,Exit,830
2023-12,Thirroul Station,Entry,20450
2023-12,Thirroul Station,Exit,18480
2023-12,Thornleigh Station,Entry,30170
2023-12,Thornleigh Station,Exit,28960
2023-12,Thornton Station,Entry,5240
2023-12,Thornton Station,Exit,4310
2023-12,Toongabbie Station,Entry,58620
2023-12,Toongabbie Station,Exit,53960
2023-12,Town Hall Station,Entry,2134680
2023-12,Town Hall Station,Exit,2123050
2023-12,Towradgi Station,Entry,1710
2023-12,Towradgi Station,Exit,1450
2023-12,Tuggerah Station,Entry,24110
2023-12,Tuggerah Station,Exit,23200
2023-12,Turramurra Station,Entry,69190
2023-12,Turramurra Station,Exit,63820
2023-12,Turrella Station,Entry,24930
2023-12,Turrella Station,Exit,21940
2023-12,Unanderra Station,Entry,8410
2023-12,Unanderra Station,Exit,7400
2023-12,Valley Heights Station,Entry,1040
2023-12,Valley Heights Station,Exit,940
2023-12,Victoria Street Station,Entry,5770
2023-12,Victoria Street Station,Exit,5110
2023-12,Villawood Station,Entry,8750
2023-12,Villawood Station,Exit,8300
2023-12,Vineyard Station,Entry,2680
2023-12,Vineyard Station,Exit,2410
2023-12,Wahroonga Station,Entry,30430
2023-12,Wahroonga Station,Exit,28690
2023-12,Waitara Station,Entry,50440
2023-12,Waitara Station,Exit,46790
2023-12,Wallarobba Station,Entry,Less than 50
2023-12,Wallarobba Station,Exit,Less than 50
2023-12,Warabrook Station,Entry,2190
2023-12,Warabrook Station,Exit,2060
2023-12,Waratah Station,Entry,4010
2023-12,Waratah Station,Exit,3480
2023-12,Warnervale Station,Entry,4760
2023-12,Warnervale Station,Exit,3850
2023-12,Warrawee Station,Entry,13080
2023-12,Warrawee Station,Exit,12170
2023-12,Warrimoo Station,Entry,2000
2023-12,Warrimoo Station,Exit,1810
2023-12,Warwick Farm Station,Entry,51280
2023-12,Warwick Farm Station,Exit,44630
2023-12,Waterfall Station,Entry,7940
2023-12,Waterfall Station,Exit,7800
2023-12,Waverton Station,Entry,44840
2023-12,Waverton Station,Exit,46510
2023-12,Wentworth Falls Station,Entry,7220
2023-12,Wentworth Falls Station,Exit,6530
2023-12,Wentworthville Station,Entry,81950
2023-12,Wentworthville Station,Exit,74390
2023-12,Werrington Station,Entry,23460
2023-12,Werrington Station,Exit,20410
2023-12,West Ryde Station,Entry,96790
2023-12,West Ryde Station,Exit,94320
2023-12,Westmead Station,Entry,133130
2023-12,Westmead Station,Exit,125170
2023-12,Wiley Park Station,Entry,32560
2023-12,Wiley Park Station,Exit,27730
2023-12,Windsor Station,Entry,14470
2023-12,Windsor Station,Exit,14160
2023-12,Wingello Station,Entry,Less than 50
2023-12,Wingello Station,Exit,Less than 50
2023-12,Wirragulla Station,Entry,Less than 50
2023-12,Wirragulla Station,Exit,Less than 50
2023-12,Wolli Creek Station,Entry,214980
2023-12,Wolli Creek Station,Exit,208130
2023-12,Wollongong Station,Entry,45280
2023-12,Wollongong Station,Exit,44320
2023-12,Wollstonecraft Station,Entry,47620
2023-12,Wollstonecraft Station,Exit,43410
2023-12,Wombarra Station,Entry,860
2023-12,Wombarra Station,Exit,740
2023-12,Wondabyne Station,Entry,280
2023-12,Wondabyne Station,Exit,290
2023-12,Woodford Station,Entry,1510
2023-12,Woodford Station,Exit,1460
2023-12,Woolooware Station,Entry,26210
2023-12,Woolooware Station,Exit,22770
2023-12,Woonona Station,Entry,3060
2023-12,Woonona Station,Exit,2460
2023-12,Woy Woy Station,Entry,70930
2023-12,Woy Woy Station,Exit,70500
2023-12,Wyee Station,Entry,5820
2023-12,Wyee Station,Exit,4800
2023-12,Wynyard Station,Entry,1215470
2023-12,Wynyard Station,Exit,1376440
2023-12,Wyong Station,Entry,26150
2023-12,Wyong Station,Exit,23530
2023-12,Yagoona Station,Entry,25120
2023-12,Yagoona Station,Exit,21690
2023-12,Yennora Station,Entry,24110
2023-12,Yennora Station,Exit,23990
2023-12,Yerrinbool Station,Entry,440
2023-12,Yerrinbool Station,Exit,350
2023-12,Zig Zag Station,Entry,120
2023-12,Zig Zag Station,Exit,130
2024-01,Aberdeen Station,Entry,Less than 50
2024-01,Aberdeen Station,Exit,Less than 50
2024-01,Adamstown Station,Entry,2390
2024-01,Adamstown Station,Exit,2240
2024-01,Albion Park Station,Entry,6130
2024-01,Albion Park Station,Exit,5440
2024-01,Allawah Station,Entry,55870
2024-01,Allawah Station,Exit,50000
2024-01,Arncliffe Station,Entry,51870
2024-01,Arncliffe Station,Exit,47310
2024-01,Artarmon Station,Entry,84080
2024-01,Artarmon Station,Exit,80260
2024-01,Ashfield Station,Entry,220210
2024-01,Ashfield Station,Exit,222470
2024-01,Asquith Station,Entry,21270
2024-01,Asquith Station,Exit,19580
2024-01,Auburn Station,Entry,342580
2024-01,Auburn Station,Exit,329900
2024-01,Austinmer Station,Entry,2160
2024-01,Austinmer Station,Exit,1820
2024-01,Awaba Station,Entry,400
2024-01,Awaba Station,Exit,380
2024-01,Banksia Station,Entry,32190
2024-01,Banksia Station,Exit,29520
2024-01,Bankstown Station,Entry,43540
2024-01,Bankstown Station,Exit,45330
2024-01,Bardwell Park Station,Entry,23330
2024-01,Bardwell Park Station,Exit,21670
2024-01,Bargo Station,Entry,1260
2024-01,Bargo Station,Exit,1100
2024-01,Bathurst Station,Entry,2820
2024-01,Bathurst Station,Exit,1840
2024-01,Beecroft Station,Entry,23250
2024-01,Beecroft Station,Exit,22580
2024-01,Bell Station,Entry,80
2024-01,Bell Station,Exit,90
2024-01,Bella Vista Station,Entry,45890
2024-01,Bella Vista Station,Exit,43510
2024-01,Bellambi Station,Entry,1980
2024-01,Bellambi Station,Exit,1780
2024-01,Belmore Station,Entry,16050
2024-01,Belmore Station,Exit,13800
2024-01,Berala Station,Entry,26920
2024-01,Berala Station,Exit,24610
2024-01,Beresfield Station,Entry,3330
2024-01,Beresfield Station,Exit,2860
2024-01,Berowra Station,Entry,20880
2024-01,Berowra Station,Exit,19230
2024-01,Berry Station,Entry,1930
2024-01,Berry Station,Exit,1830
2024-01,Beverly Hills Station,Entry,38290
2024-01,Beverly Hills Station,Exit,35210
2024-01,Bexley North Station,Entry,27340
2024-01,Bexley North Station,Exit,25650
2024-01,Birrong Station,Entry,2780
2024-01,Birrong Station,Exit,2780
2024-01,Blackheath Station,Entry,5340
2024-01,Blackheath Station,Exit,4840
2024-01,Blacktown Station,Entry,329610
2024-01,Blacktown Station,Exit,342490
2024-01,Blaxland Station,Entry,8700
2024-01,Blaxland Station,Exit,8040
2024-01,Bomaderry Station,Entry,7990
2024-01,Bomaderry Station,Exit,6390
2024-01,Bombo Station,Entry,910
2024-01,Bombo Station,Exit,730
2024-01,Bondi Junction Station,Entry,557400
2024-01,Bondi Junction Station,Exit,571500
2024-01,Booragul Station,Entry,690
2024-01,Booragul Station,Exit,550
2024-01,Bowral Station,Entry,5260
2024-01,Bowral Station,Exit,4900
2024-01,Branxton Station,Entry,270
2024-01,Branxton Station,Exit,190
2024-01,Broadmeadow Station,Entry,19230
2024-01,Broadmeadow Station,Exit,16910
2024-01,Bullaburra Station,Entry,1050
2024-01,Bullaburra Station,Exit,960
2024-01,Bulli Station,Entry,3280
2024-01,Bulli Station,Exit,3090
2024-01,Bundanoon Station,Entry,430
2024-01,Bundanoon Station,Exit,290
2024-01,Burradoo Station,Entry,250
2024-01,Burradoo Station,Exit,250
2024-01,Burwood Station,Entry,452090
2024-01,Burwood Station,Exit,456990
2024-01,Cabramatta Station,Entry,174970
2024-01,Cabramatta Station,Exit,173870
2024-01,Camellia Station,Entry,2430
2024-01,Camellia Station,Exit,1760
2024-01,Campbelltown Station,Entry,115180
2024-01,Campbelltown Station,Exit,115900
2024-01,Campsie Station,Entry,33740
2024-01,Campsie Station,Exit,33110
2024-01,Canley Vale Station,Entry,50000
2024-01,Canley Vale Station,Exit,46720
2024-01,Canterbury Station,Entry,12060
2024-01,Canterbury Station,Exit,9800
2024-01,Cardiff Station,Entry,20650
2024-01,Cardiff Station,Exit,18740
2024-01,Caringbah Station,Entry,51000
2024-01,Caringbah Station,Exit,50020
2024-01,Carlingford Station,Entry,1440
2024-01,Carlingford Station,Exit,1130
2024-01,Carlton Station,Entry,55420
2024-01,Carlton Station,Exit,51820
2024-01,Carramar Station,Entry,10570
2024-01,Carramar Station,Exit,9110
2024-01,Castle Hill Station,Entry,109920
2024-01,Castle Hill Station,Exit,113240
2024-01,Casula Station,Entry,7270
2024-01,Casula Station,Exit,6510
2024-01,Central Station,Entry,1605390
2024-01,Central Station,Exit,1637650
2024-01,Chatswood Station,Entry,548400
2024-01,Chatswood Station,Exit,568340
2024-01,Cheltenham Station,Entry,9890
2024-01,Cheltenham Station,Exit,9310
2024-01,Cherrybrook Station,Entry,61280
2024-01,Cherrybrook Station,Exit,59490
2024-01,Chester Hill Station,Entry,17940
2024-01,Chester Hill Station,Exit,17060
2024-01,Circular Quay Station,Entry,718960
2024-01,Circular Quay Station,Exit,700100
2024-01,Clarendon Station,Entry,1160
2024-01,Clarendon Station,Exit,1160
2024-01,Clyde Station,Entry,21950
2024-01,Clyde Station,Exit,21080
2024-01,Coalcliff Station,Entry,390
2024-01,Coalcliff Station,Exit,540
2024-01,Cockle Creek Station,Entry,970
2024-01,Cockle Creek Station,Exit,950
2024-01,Coledale Station,Entry,880
2024-01,Coledale Station,Exit,740
2024-01,Como Station,Entry,12320
2024-01,Como Station,Exit,10820
2024-01,Concord West Station,Entry,36720
2024-01,Concord West Station,Exit,34540
2024-01,Coniston Station,Entry,5050
2024-01,Coniston Station,Exit,4610
2024-01,Corrimal Station,Entry,3010
2024-01,Corrimal Station,Exit,2660
2024-01,Cowan Station,Entry,1150
2024-01,Cowan Station,Exit,1350
2024-01,Cringila Station,Entry,280
2024-01,Cringila Station,Exit,300
2024-01,Cronulla Station,Entry,79640
2024-01,Cronulla Station,Exit,80690
2024-01,Croydon Station,Entry,43090
2024-01,Croydon Station,Exit,39270
2024-01,Dapto Station,Entry,10970
2024-01,Dapto Station,Exit,10010
2024-01,Denistone Station,Entry,9620
2024-01,Denistone Station,Exit,8510
2024-01,Domestic Station,Entry,212470
2024-01,Domestic Station,Exit,185670
2024-01,Doonside Station,Entry,52200
2024-01,Doonside Station,Exit,48360
2024-01,Dora Creek Station,Entry,850
2024-01,Dora Creek Station,Exit,820
2024-01,Douglas Park Station,Entry,430
2024-01,Douglas Park Station,Exit,420
2024-01,Dulwich Hill Station,Entry,11150
2024-01,Dulwich Hill Station,Exit,9680
2024-01,Dundas Station,Entry,1590
2024-01,Dundas Station,Exit,1570
2024-01,Dungog Station,Entry,450
2024-01,Dungog Station,Exit,400
2024-01,East Hills Station,Entry,15750
2024-01,East Hills Station,Exit,14770
2024-01,East Maitland Station,Entry,570
2024-01,East Maitland Station,Exit,560
2024-01,East Richmond Station,Entry,3010
2024-01,East Richmond Station,Exit,3380
2024-01,Eastwood Station,Entry,141260
2024-01,Eastwood Station,Exit,142280
2024-01,Edgecliff Station,Entry,172940
2024-01,Edgecliff Station,Exit,168990
2024-01,Edmondson Park Station,Entry,77660
2024-01,Edmondson Park Station,Exit,75740
2024-01,Emu Plains Station,Entry,18640
2024-01,Emu Plains Station,Exit,17290
2024-01,Engadine Station,Entry,24900
2024-01,Engadine Station,Exit,23450
2024-01,Epping Station,Entry,234680
2024-01,Epping Station,Exit,227790
2024-01,Erskineville Station,Entry,56300
2024-01,Erskineville Station,Exit,51420
2024-01,Exeter Station,Entry,60
2024-01,Exeter Station,Exit,Less than 50
2024-01,Fairfield Station,Entry,122110
2024-01,Fairfield Station,Exit,116190
2024-01,Fairy Meadow Station,Entry,2510
2024-01,Fairy Meadow Station,Exit,2350
2024-01,Fassifern Station,Entry,8840
2024-01,Fassifern Station,Exit,7790
2024-01,Faulconbridge Station,Entry,1650
2024-01,Faulconbridge Station,Exit,1620
2024-01,Flemington Station,Entry,113630
2024-01,Flemington Station,Exit,108560
2024-01,Gerringong Station,Entry,1290
2024-01,Gerringong Station,Exit,1080
2024-01,Glenbrook Station,Entry,7880
2024-01,Glenbrook Station,Exit,7080
2024-01,Glenfield Station,Entry,93430
2024-01,Glenfield Station,Exit,88010
2024-01,Gordon Station,Entry,120610
2024-01,Gordon Station,Exit,119780
2024-01,Gosford Station,Entry,83360
2024-01,Gosford Station,Exit,82520
2024-01,Goulburn Station,Entry,1280
2024-01,Goulburn Station,Exit,930
2024-01,Granville Station,Entry,165100
2024-01,Granville Station,Exit,154850
2024-01,Green Square Station,Entry,231440
2024-01,Green Square Station,Exit,224800
2024-01,Greta Station,Entry,Less than 50
2024-01,Greta Station,Exit,Less than 50
2024-01,Guildford Station,Entry,59990
2024-01,Guildford Station,Exit,54430
2024-01,Gymea Station,Entry,38540
2024-01,Gymea Station,Exit,35320
2024-01,Hamilton Station,Entry,14740
2024-01,Hamilton Station,Exit,14310
2024-01,Harris Park Station,Entry,65150
2024-01,Harris Park Station,Exit,67170
2024-01,Hawkesbury River Station,Entry,6700
2024-01,Hawkesbury River Station,Exit,6640
2024-01,Hazelbrook Station,Entry,5400
2024-01,Hazelbrook Station,Exit,4880
2024-01,Heathcote Station,Entry,10960
2024-01,Heathcote Station,Exit,10520
2024-01,Helensburgh Station,Entry,8790
2024-01,Helensburgh Station,Exit,7970
2024-01,Hexham Station,Entry,170
2024-01,Hexham Station,Exit,190
2024-01,High Street Station,Entry,350
2024-01,High Street Station,Exit,380
2024-01,Hilldale Station,Entry,Less than 50
2024-01,Hilldale Station,Exit,Less than 50
2024-01,Hills Showground Station,Entry,54120
2024-01,Hills Showground Station,Exit,52390
2024-01,Holsworthy Station,Entry,55750
2024-01,Holsworthy Station,Exit,54080
2024-01,Homebush Station,Entry,80800
2024-01,Homebush Station,Exit,76860
2024-01,Hornsby Station,Entry,216380
2024-01,Hornsby Station,Exit,218010
2024-01,Hurlstone Park Station,Entry,7540
2024-01,Hurlstone Park Station,Exit,6050
2024-01,Hurstville Station,Entry,422230
2024-01,Hurstville Station,Exit,426160
2024-01,Ingleburn Station,Entry,61020
2024-01,Ingleburn Station,Exit,60260
2024-01,International Station,Entry,140140
2024-01,International Station,Exit,124090
2024-01,Jannali Station,Entry,44260
2024-01,Jannali Station,Exit,41620
2024-01,Katoomba Station,Entry,37940
2024-01,Katoomba Station,Exit,38140
2024-01,Kellyville Station,Entry,62930
2024-01,Kellyville Station,Exit,62130
2024-01,Kembla Grange Station,Entry,150
2024-01,Kembla Grange Station,Exit,140
2024-01,Kiama Station,Entry,17240
2024-01,Kiama Station,Exit,17210
2024-01,Killara Station,Entry,32260
2024-01,Killara Station,Exit,31170
2024-01,Kings Cross Station,Entry,329640
2024-01,Kings Cross Station,Exit,340400
2024-01,Kingsgrove Station,Entry,44040
2024-01,Kingsgrove Station,Exit,42260
2024-01,Kingswood Station,Entry,39780
2024-01,Kingswood Station,Exit,36230
2024-01,Kirrawee Station,Entry,37830
2024-01,Kirrawee Station,Exit,36510
2024-01,Kogarah Station,Entry,214960
2024-01,Kogarah Station,Exit,209310
2024-01,Koolewong Station,Entry,1140
2024-01,Koolewong Station,Exit,960
2024-01,Kotara Station,Entry,1380
2024-01,Kotara Station,Exit,1520
2024-01,Lakemba Station,Entry,26040
2024-01,Lakemba Station,Exit,22430
2024-01,Lapstone Station,Entry,1650
2024-01,Lapstone Station,Exit,1470
2024-01,Lawson Station,Entry,3000
2024-01,Lawson Station,Exit,2870
2024-01,Leightonfield Station,Entry,3670
2024-01,Leightonfield Station,Exit,3540
2024-01,Leppington Station,Entry,74160
2024-01,Leppington Station,Exit,71400
2024-01,Leumeah Station,Entry,46390
