MonthYear,Station,Entry_Exit,Trip
2020-06,Bankstown Station,Exit,157380
2020-06,Bardwell Park Station,Entry,12300
2020-06,Bardwell Park Station,Exit,11640
2020-06,Bargo Station,Entry,1020
2020-06,Bargo Station,Exit,910
2020-06,Bathurst Station,Entry,990
2020-06,Bathurst Station,Exit,640
2020-06,Beecroft Station,Entry,15960
2020-06,Beecroft Station,Exit,15390
2020-06,Bell Station,Entry,Less than 50
2020-06,Bell Station,Exit,Less than 50
2020-06,Bella Vista Station,Entry,21370
2020-06,Bella Vista Station,Exit,21630
2020-06,Bellambi Station,Entry,1810
2020-06,Bellambi Station,Exit,1470
2020-06,Belmore Station,Entry,40360
2020-06,Belmore Station,Exit,36900
2020-06,Berala Station,Entry,33480
2020-06,Berala Station,Exit,31910
2020-06,Beresfield Station,Entry,2510
2020-06,Beresfield Station,Exit,2320
2020-06,Berowra Station,Entry,14690
2020-06,Berowra Station,Exit,13700
2020-06,Berry Station,Entry,840
2020-06,Berry Station,Exit,860
2020-06,Beverly Hills Station,Entry,25050
2020-06,Beverly Hills Station,Exit,23010
2020-06,Bexley North Station,Entry,13850
2020-06,Bexley North Station,Exit,12800
2020-06,Birrong Station,Entry,15270
2020-06,Birrong Station,Exit,14170
2020-06,Blackheath Station,Entry,3720
2020-06,Blackheath Station,Exit,3540
2020-06,Blacktown Station,Entry,241210
2020-06,Blacktown Station,Exit,249100
2020-06,Blaxland Station,Entry,6330
2020-06,Blaxland Station,Exit,5790
2020-06,Bomaderry Station,Entry,3760
2020-06,Bomaderry Station,Exit,3070
2020-06,Bombo Station,Entry,700
2020-06,Bombo Station,Exit,610
2020-06,Bondi Junction Station,Entry,323310
2020-06,Bondi Junction Station,Exit,328610
2020-06,Booragul Station,Entry,500
2020-06,Booragul Station,Exit,430
2020-06,Bowral Station,Entry,3170
2020-06,Bowral Station,Exit,3090
2020-06,Branxton Station,Entry,90
2020-06,Branxton Station,Exit,Less than 50
2020-06,Broadmeadow Station,Entry,8090
2020-06,Broadmeadow Station,Exit,7120
2020-06,Bullaburra Station,Entry,910
2020-06,Bullaburra Station,Exit,760
2020-06,Bulli Station,Entry,2970
2020-06,Bulli Station,Exit,2380
2020-06,Bundanoon Station,Entry,250
2020-06,Bundanoon Station,Exit,140
2020-06,Burradoo Station,Entry,200
2020-06,Burradoo Station,Exit,210
2020-06,Burwood Station,Entry,268820
2020-06,Burwood Station,Exit,277180
2020-06,Cabramatta Station,Entry,129190
2020-06,Cabramatta Station,Exit,127250
2020-06,Camellia Station,Entry,1720
2020-06,Camellia Station,Exit,1010
2020-06,Campbelltown Station,Entry,80940
2020-06,Campbelltown Station,Exit,80660
2020-06,Campsie Station,Entry,139270
2020-06,Campsie Station,Exit,139160
2020-06,Canley Vale Station,Entry,34530
2020-06,Canley Vale Station,Exit,31060
2020-06,Canterbury Station,Entry,43750
2020-06,Canterbury Station,Exit,38870
2020-06,Cardiff Station,Entry,7710
2020-06,Cardiff Station,Exit,7170
2020-06,Caringbah Station,Entry,36900
2020-06,Caringbah Station,Exit,35040
2020-06,Carlingford Station,Entry,1280
2020-06,Carlingford Station,Exit,1020
2020-06,Carlton Station,Entry,36970
2020-06,Carlton Station,Exit,34360
2020-06,Carramar Station,Entry,10630
2020-06,Carramar Station,Exit,9180
2020-06,Castle Hill Station,Entry,64740
2020-06,Castle Hill Station,Exit,66380
2020-06,Casula Station,Entry,6780
2020-06,Casula Station,Exit,5240
2020-06,Central Station,Entry,911680
2020-06,Central Station,Exit,909200
2020-06,Chatswood Station,Entry,363450
2020-06,Chatswood Station,Exit,375770
2020-06,Cheltenham Station,Entry,13750
2020-06,Cheltenham Station,Exit,10400
2020-06,Cherrybrook Station,Entry,32230
2020-06,Cherrybrook Station,Exit,29660
2020-06,Chester Hill Station,Entry,17920
2020-06,Chester Hill Station,Exit,16380
2020-06,Circular Quay Station,Entry,197190
2020-06,Circular Quay Station,Exit,194050
2020-06,Clarendon Station,Entry,800
2020-06,Clarendon Station,Exit,810
2020-06,Clyde Station,Entry,17850
2020-06,Clyde Station,Exit,16660
2020-06,Coalcliff Station,Entry,480
2020-06,Coalcliff Station,Exit,510
2020-06,Cockle Creek Station,Entry,510
2020-06,Cockle Creek Station,Exit,440
2020-06,Coledale Station,Entry,720
2020-06,Coledale Station,Exit,570
2020-06,Como Station,Entry,7380
2020-06,Como Station,Exit,6300
2020-06,Concord West Station,Entry,23010
2020-06,Concord West Station,Exit,22370
2020-06,Coniston Station,Entry,3160
2020-06,Coniston Station,Exit,2630
2020-06,Corrimal Station,Entry,2400
2020-06,Corrimal Station,Exit,2100
2020-06,Cowan Station,Entry,960
2020-06,Cowan Station,Exit,1300
2020-06,Cringila Station,Entry,300
2020-06,Cringila Station,Exit,200
2020-06,Cronulla Station,Entry,40280
2020-06,Cronulla Station,Exit,38560
2020-06,Croydon Station,Entry,27890
2020-06,Croydon Station,Exit,24290
2020-06,Dapto Station,Entry,6820
2020-06,Dapto Station,Exit,6340
2020-06,Denistone Station,Entry,4940
2020-06,Denistone Station,Exit,4320
2020-06,Domestic Station,Entry,15040
2020-06,Domestic Station,Exit,12900
2020-06,Doonside Station,Entry,37490
2020-06,Doonside Station,Exit,33890
2020-06,Dora Creek Station,Entry,560
2020-06,Dora Creek Station,Exit,510
2020-06,Douglas Park Station,Entry,370
2020-06,Douglas Park Station,Exit,340
2020-06,Dulwich Hill Station,Entry,35250
2020-06,Dulwich Hill Station,Exit,31250
2020-06,Dundas Station,Entry,1390
2020-06,Dundas Station,Exit,1400
2020-06,Dungog Station,Entry,290
2020-06,Dungog Station,Exit,240
2020-06,East Hills Station,Entry,9940
2020-06,East Hills Station,Exit,8560
2020-06,East Maitland Station,Entry,660
2020-06,East Maitland Station,Exit,670
2020-06,East Richmond Station,Entry,1570
2020-06,East Richmond Station,Exit,1610
2020-06,Eastwood Station,Entry,90890
2020-06,Eastwood Station,Exit,91660
2020-06,Edgecliff Station,Entry,115930
2020-06,Edgecliff Station,Exit,114380
2020-06,Edmondson Park Station,Entry,29190
2020-06,Edmondson Park Station,Exit,28090
2020-06,Emu Plains Station,Entry,12500
2020-06,Emu Plains Station,Exit,11740
2020-06,Engadine Station,Entry,15700
2020-06,Engadine Station,Exit,14800
2020-06,Epping Station,Entry,150930
2020-06,Epping Station,Exit,149780
2020-06,Erskineville Station,Entry,35140
2020-06,Erskineville Station,Exit,32710
2020-06,Exeter Station,Entry,70
2020-06,Exeter Station,Exit,Less than 50
2020-06,Fairfield Station,Entry,100090
2020-06,Fairfield Station,Exit,95370
2020-06,Fairy Meadow Station,Entry,1790
2020-06,Fairy Meadow Station,Exit,1560
2020-06,Fassifern Station,Entry,4070
2020-06,Fassifern Station,Exit,3490
2020-06,Faulconbridge Station,Entry,1500
2020-06,Faulconbridge Station,Exit,1480
2020-06,Flemington Station,Entry,82060
2020-06,Flemington Station,Exit,73710
2020-06,Gerringong Station,Entry,760
2020-06,Gerringong Station,Exit,700
2020-06,Glenbrook Station,Entry,5200
2020-06,Glenbrook Station,Exit,4050
2020-06,Glenfield Station,Entry,73050
2020-06,Glenfield Station,Exit,69800
2020-06,Gordon Station,Entry,74080
2020-06,Gordon Station,Exit,72730
2020-06,Gosford Station,Entry,57530
2020-06,Gosford Station,Exit,54980
2020-06,Goulburn Station,Entry,590
2020-06,Goulburn Station,Exit,480
2020-06,Granville Station,Entry,113220
2020-06,Granville Station,Exit,105970
2020-06,Green Square Station,Entry,126670
2020-06,Green Square Station,Exit,124570
2020-06,Greta Station,Entry,Less than 50
2020-06,Greta Station,Exit,Less than 50
2020-06,Guildford Station,Entry,49410
2020-06,Guildford Station,Exit,44230
2020-06,Gymea Station,Entry,22980
2020-06,Gymea Station,Exit,21080
2020-06,Hamilton Station,Entry,9230
2020-06,Hamilton Station,Exit,8740
2020-06,Harris Park Station,Entry,43190
2020-06,Harris Park Station,Exit,41890
2020-06,Hawkesbury River Station,Entry,3750
2020-06,Hawkesbury River Station,Exit,3330
2020-06,Hazelbrook Station,Entry,3780
2020-06,Hazelbrook Station,Exit,3540
2020-06,Heathcote Station,Entry,6550
2020-06,Heathcote Station,Exit,6640
2020-06,Helensburgh Station,Entry,6440
2020-06,Helensburgh Station,Exit,5930
2020-06,Hexham Station,Entry,250
2020-06,Hexham Station,Exit,230
2020-06,High Street Station,Entry,300
2020-06,High Street Station,Exit,300
2020-06,Hilldale Station,Entry,Less than 50
2020-06,Hilldale Station,Exit,Less than 50
2020-06,Hills Showground Station,Entry,22560
2020-06,Hills Showground Station,Exit,22260
2020-06,Holsworthy Station,Entry,33290
2020-06,Holsworthy Station,Exit,31180
2020-06,Homebush Station,Entry,47210
2020-06,Homebush Station,Exit,42220
2020-06,Hornsby Station,Entry,171120
2020-06,Hornsby Station,Exit,174640
2020-06,Hurlstone Park Station,Entry,16220
2020-06,Hurlstone Park Station,Exit,14760
2020-06,Hurstville Station,Entry,301580
2020-06,Hurstville Station,Exit,305020
2020-06,Ingleburn Station,Entry,45510
2020-06,Ingleburn Station,Exit,46370
2020-06,International Station,Entry,5350
2020-06,International Station,Exit,7080
2020-06,Jannali Station,Entry,25330
2020-06,Jannali Station,Exit,24110
2020-06,Katoomba Station,Entry,15770
2020-06,Katoomba Station,Exit,15720
2020-06,Kellyville Station,Entry,27270
2020-06,Kellyville Station,Exit,27980
2020-06,Kembla Grange Station,Entry,Less than 50
2020-06,Kembla Grange Station,Exit,Less than 50
2020-06,Kiama Station,Entry,8570
2020-06,Kiama Station,Exit,8050
2020-06,Killara Station,Entry,23220
2020-06,Killara Station,Exit,21390
2020-06,Kings Cross Station,Entry,199810
2020-06,Kings Cross Station,Exit,209380
2020-06,Kingsgrove Station,Entry,27550
2020-06,Kingsgrove Station,Exit,25870
2020-06,Kingswood Station,Entry,31100
2020-06,Kingswood Station,Exit,28250
2020-06,Kirrawee Station,Entry,21610
2020-06,Kirrawee Station,Exit,20460
2020-06,Kogarah Station,Entry,160360
2020-06,Kogarah Station,Exit,153750
2020-06,Koolewong Station,Entry,1040
2020-06,Koolewong Station,Exit,790
2020-06,Kotara Station,Entry,710
2020-06,Kotara Station,Exit,710
2020-06,Lakemba Station,Entry,62310
2020-06,Lakemba Station,Exit,59540
2020-06,Lapstone Station,Entry,820
2020-06,Lapstone Station,Exit,690
2020-06,Lawson Station,Entry,2260
2020-06,Lawson Station,Exit,2070
2020-06,Leightonfield Station,Entry,3470
2020-06,Leightonfield Station,Exit,3720
2020-06,Leppington Station,Entry,30170
2020-06,Leppington Station,Exit,28680
2020-06,Leumeah Station,Entry,28760
2020-06,Leumeah Station,Exit,26910
2020-06,Leura Station,Entry,5870
2020-06,Leura Station,Exit,5100
2020-06,Lewisham Station,Entry,32700
2020-06,Lewisham Station,Exit,29440
2020-06,Lidcombe Station,Entry,195790
2020-06,Lidcombe Station,Exit,186610
2020-06,Linden Station,Entry,250
2020-06,Linden Station,Exit,240
2020-06,Lindfield Station,Entry,43160
2020-06,Lindfield Station,Exit,42880
2020-06,Lisarow Station,Entry,1960
2020-06,Lisarow Station,Exit,1750
2020-06,Lithgow Station,Entry,3500
2020-06,Lithgow Station,Exit,3180
2020-06,Liverpool Station,Entry,141450
2020-06,Liverpool Station,Exit,143360
2020-06,Lochinvar Station,Entry,Less than 50
2020-06,Lochinvar Station,Exit,Less than 50
2020-06,Loftus Station,Entry,4160
2020-06,Loftus Station,Exit,3730
2020-06,Lysaghts Station,Entry,Less than 50
2020-06,Lysaghts Station,Exit,Less than 50
2020-06,Macarthur Station,Entry,38060
2020-06,Macarthur Station,Exit,37840
2020-06,Macdonaldtown Station,Entry,12870
2020-06,Macdonaldtown Station,Exit,12150
2020-06,Macquarie Fields Station,Entry,14700
2020-06,Macquarie Fields Station,Exit,11970
2020-06,Macquarie Park Station,Entry,34070
2020-06,Macquarie Park Station,Exit,35000
2020-06,Macquarie University Station,Entry,98850
2020-06,Macquarie University Station,Exit,102290
2020-06,Maitland Station,Entry,5500
2020-06,Maitland Station,Exit,5070
2020-06,Marayong Station,Entry,14530
2020-06,Marayong Station,Exit,12760
2020-06,Marrickville Station,Entry,60180
2020-06,Marrickville Station,Exit,57490
2020-06,Martin Place Station,Entry,153960
2020-06,Martin Place Station,Exit,175790
2020-06,Martins Creek Station,Entry,Less than 50
2020-06,Martins Creek Station,Exit,Less than 50
2020-06,Marulan Station,Entry,Less than 50
2020-06,Marulan Station,Exit,Less than 50
2020-06,Mascot Station,Entry,182920
2020-06,Mascot Station,Exit,184730
2020-06,Meadowbank Station,Entry,49430
2020-06,Meadowbank Station,Exit,44450
2020-06,Medlow Bath Station,Entry,680
2020-06,Medlow Bath Station,Exit,600
2020-06,Menangle Park Station,Entry,140
2020-06,Menangle Park Station,Exit,170
2020-06,Menangle Station,Entry,90
2020-06,Menangle Station,Exit,130
2020-06,Merrylands Station,Entry,97790
2020-06,Merrylands Station,Exit,95390
2020-06,Metford Station,Entry,1090
2020-06,Metford Station,Exit,1010
2020-06,Milsons Point Station,Entry,91130
2020-06,Milsons Point Station,Exit,93400
2020-06,Mindaribba Station,Entry,Less than 50
2020-06,Mindaribba Station,Exit,Less than 50
2020-06,Minnamurra Station,Entry,1400
2020-06,Minnamurra Station,Exit,1480
2020-06,Minto Station,Entry,41750
2020-06,Minto Station,Exit,39620
2020-06,Miranda Station,Entry,57230
2020-06,Miranda Station,Exit,58570
2020-06,Mittagong Station,Entry,2370
2020-06,Mittagong Station,Exit,2280
2020-06,Morisset Station,Entry,7990
2020-06,Morisset Station,Exit,6960
2020-06,Mortdale Station,Entry,44640
2020-06,Mortdale Station,Exit,41040
2020-06,Moss Vale Station,Entry,2740
2020-06,Moss Vale Station,Exit,2490
2020-06,Mount Colah Station,Entry,7130
2020-06,Mount Colah Station,Exit,6330
2020-06,Mount Druitt Station,Entry,102770
2020-06,Mount Druitt Station,Exit,104390
2020-06,Mount Kuring-gai Station,Entry,3300
2020-06,Mount Kuring-gai Station,Exit,3340
2020-06,Mount Victoria Station,Entry,1390
2020-06,Mount Victoria Station,Exit,1300
2020-06,Mulgrave Station,Entry,3290
2020-06,Mulgrave Station,Exit,3130
2020-06,Museum Station,Entry,110520
2020-06,Museum Station,Exit,112580
2020-06,Muswellbrook Station,Entry,370
2020-06,Muswellbrook Station,Exit,250
2020-06,Narara Station,Entry,2950
2020-06,Narara Station,Exit,2360
2020-06,Narwee Station,Entry,22340
2020-06,Narwee Station,Exit,20840
2020-06,Newcastle Interchange,Entry,17460
2020-06,Newcastle Interchange,Exit,17390
2020-06,Newtown Station,Entry,125710
2020-06,Newtown Station,Exit,144590
2020-06,Niagara Park Station,Entry,1360
2020-06,Niagara Park Station,Exit,1090
2020-06,Normanhurst Station,Entry,17810
2020-06,Normanhurst Station,Exit,12730
2020-06,North Ryde Station,Entry,34620
2020-06,North Ryde Station,Exit,35790
2020-06,North Strathfield Station,Entry,30170
2020-06,North Strathfield Station,Exit,29600
2020-06,North Sydney Station,Entry,209990
2020-06,North Sydney Station,Exit,215760
2020-06,North Wollongong Station,Entry,12010
2020-06,North Wollongong Station,Exit,11330
2020-06,Norwest Station,Entry,22810
2020-06,Norwest Station,Exit,22290
2020-06,Oak Flats Station,Entry,6350
2020-06,Oak Flats Station,Exit,5180
2020-06,Oatley Station,Entry,22560
2020-06,Oatley Station,Exit,21630
2020-06,Olympic Park Station,Entry,40970
2020-06,Olympic Park Station,Exit,38120
2020-06,Otford Station,Entry,1470
2020-06,Otford Station,Exit,1400
2020-06,Ourimbah Station,Entry,1960
2020-06,Ourimbah Station,Exit,1700
2020-06,Padstow Station,Entry,33240
2020-06,Padstow Station,Exit,30390
2020-06,Panania Station,Entry,21060
2020-06,Panania Station,Exit,19820
2020-06,Parramatta Station,Entry,494310
2020-06,Parramatta Station,Exit,510840
2020-06,Paterson Station,Entry,110
2020-06,Paterson Station,Exit,80
2020-06,Pendle Hill Station,Entry,42660
2020-06,Pendle Hill Station,Exit,40490
2020-06,Pennant Hills Station,Entry,22280
2020-06,Pennant Hills Station,Exit,21990
2020-06,Penrith Station,Entry,103880
2020-06,Penrith Station,Exit,108230
2020-06,Penrose Station,Entry,Less than 50
2020-06,Penrose Station,Exit,Less than 50
2020-06,Penshurst Station,Entry,45780
2020-06,Penshurst Station,Exit,39620
2020-06,Petersham Station,Entry,42130
2020-06,Petersham Station,Exit,40570
2020-06,Picton Station,Entry,2090
2020-06,Picton Station,Exit,1970
2020-06,Point Clare Station,Entry,2310
2020-06,Point Clare Station,Exit,1990
2020-06,Port Kembla North Station,Entry,230
2020-06,Port Kembla North Station,Exit,170
2020-06,Port Kembla Station,Entry,1450
2020-06,Port Kembla Station,Exit,1100
2020-06,Punchbowl Station,Entry,39980
2020-06,Punchbowl Station,Exit,37600
2020-06,Pymble Station,Entry,26550
2020-06,Pymble Station,Exit,23780
2020-06,Quakers Hill Station,Entry,34930
2020-06,Quakers Hill Station,Exit,30280
2020-06,Redfern Station,Entry,247430
2020-06,Redfern Station,Exit,251050
2020-06,Regents Park Station,Entry,21550
2020-06,Regents Park Station,Exit,21260
2020-06,Revesby Station,Entry,52630
2020-06,Revesby Station,Exit,51270
2020-06,Rhodes Station,Entry,115660
2020-06,Rhodes Station,Exit,111960
2020-06,Richmond Station,Entry,10620
2020-06,Richmond Station,Exit,9990
2020-06,Riverstone Station,Entry,15040
2020-06,Riverstone Station,Exit,13420
2020-06,Riverwood Station,Entry,46410
2020-06,Riverwood Station,Exit,43120
2020-06,Rockdale Station,Entry,152820
2020-06,Rockdale Station,Exit,148680
2020-06,Rooty Hill Station,Entry,42270
2020-06,Rooty Hill Station,Exit,39740
2020-06,Roseville Station,Entry,30950
2020-06,Roseville Station,Exit,29530
2020-06,Rouse Hill Station,Entry,31400
2020-06,Rouse Hill Station,Exit,33810
2020-06,Rydal Station,Entry,Less than 50
2020-06,Rydal Station,Exit,Less than 50
2020-06,Rydalmere Station,Entry,1130
2020-06,Rydalmere Station,Exit,750
2020-06,Sandgate Station,Entry,240
2020-06,Sandgate Station,Exit,270
2020-06,Scarborough Station,Entry,460
2020-06,Scarborough Station,Exit,470
2020-06,Schofields Station,Entry,30470
2020-06,Schofields Station,Exit,27770
2020-06,Scone Station,Entry,130
2020-06,Scone Station,Exit,80
2020-06,Sefton Station,Entry,12120
2020-06,Sefton Station,Exit,9850
2020-06,Seven Hills Station,Entry,73850
2020-06,Seven Hills Station,Exit,69350
2020-06,Shellharbour Junction Station,Entry,2030
2020-06,Shellharbour Junction Station,Exit,2020
2020-06,Singleton Station,Entry,480
2020-06,Singleton Station,Exit,390
2020-06,Springwood Station,Entry,12250
2020-06,Springwood Station,Exit,11260
2020-06,St James Station,Entry,95330
2020-06,St James Station,Exit,94290
2020-06,St Leonards Station,Entry,183830
2020-06,St Leonards Station,Exit,185230
